"";"STATISTICNA_REGIJA";"STAROST";"LETO";"Moški";"Ženske"
"495";"Posavska";"65 let >";2010;NA;NA
"496";"Posavska";"65 let >";2011;3877;NA
"497";"Posavska";"65 let >";2012;3714;NA
"498";"Posavska";"65 let >";2013;4209;NA
"499";"Posavska";"65 let >";2014;3793;NA
"500";"Posavska";"65 let >";2015;NA;NA
"501";"Posavska";"65 let >";2016;NA;NA
"502";"Posavska";"65 let >";2017;NA;NA
"503";"Posavska";"65 let >";2018;3742;3932
"504";"Posavska";"65 let >";2019;3190;3574
"505";"Jugovzhodna Slovenija";"15-64 let";2008;1392;1327
"506";"Jugovzhodna Slovenija";"15-64 let";2009;1396;1391
"507";"Jugovzhodna Slovenija";"15-64 let";2010;1493;1471
"508";"Jugovzhodna Slovenija";"15-64 let";2011;1537;1522
"509";"Jugovzhodna Slovenija";"15-64 let";2012;1573;1549
"510";"Jugovzhodna Slovenija";"15-64 let";2013;1570;1539
"511";"Jugovzhodna Slovenija";"15-64 let";2014;1630;1593
"512";"Jugovzhodna Slovenija";"15-64 let";2015;NA;NA
"513";"Jugovzhodna Slovenija";"15-64 let";2016;NA;NA
"514";"Jugovzhodna Slovenija";"15-64 let";2017;1717;1651
"515";"Jugovzhodna Slovenija";"15-64 let";2018;1785;1703
"516";"Jugovzhodna Slovenija";"15-64 let";2019;1854;1794
"517";"Jugovzhodna Slovenija";"15-24 let";2008;935;909
"518";"Jugovzhodna Slovenija";"15-24 let";2009;932;966
"519";"Jugovzhodna Slovenija";"15-24 let";2010;1005;1014
"520";"Jugovzhodna Slovenija";"15-24 let";2011;1049;1069
"521";"Jugovzhodna Slovenija";"15-24 let";2012;1071;1063
"522";"Jugovzhodna Slovenija";"15-24 let";2013;1090;1114
"523";"Jugovzhodna Slovenija";"15-24 let";2014;1130;1186
"524";"Jugovzhodna Slovenija";"15-24 let";2015;NA;NA
"525";"Jugovzhodna Slovenija";"15-24 let";2016;NA;NA
"526";"Jugovzhodna Slovenija";"15-24 let";2017;1206;1110
"527";"Jugovzhodna Slovenija";"15-24 let";2018;1250;1179
"528";"Jugovzhodna Slovenija";"15-24 let";2019;1282;1247
"529";"Jugovzhodna Slovenija";"25-34 let";2008;1269;1177
"530";"Jugovzhodna Slovenija";"25-34 let";2009;1252;1218
"531";"Jugovzhodna Slovenija";"25-34 let";2010;1334;1279
"532";"Jugovzhodna Slovenija";"25-34 let";2011;1382;1327
"533";"Jugovzhodna Slovenija";"25-34 let";2012;1400;1333
"534";"Jugovzhodna Slovenija";"25-34 let";2013;1393;1340
"535";"Jugovzhodna Slovenija";"25-34 let";2014;1447;1378
"536";"Jugovzhodna Slovenija";"25-34 let";2015;1472;1393
"537";"Jugovzhodna Slovenija";"25-34 let";2016;1484;1405
"538";"Jugovzhodna Slovenija";"25-34 let";2017;1508;1413
"539";"Jugovzhodna Slovenija";"25-34 let";2018;1576;1450
"540";"Jugovzhodna Slovenija";"25-34 let";2019;1634;1519
"541";"Jugovzhodna Slovenija";"35-44 let";2008;1426;1335
"542";"Jugovzhodna Slovenija";"35-44 let";2009;1442;1390
"543";"Jugovzhodna Slovenija";"35-44 let";2010;1531;1472
"544";"Jugovzhodna Slovenija";"35-44 let";2011;1563;1516
"545";"Jugovzhodna Slovenija";"35-44 let";2012;1597;1554
"546";"Jugovzhodna Slovenija";"35-44 let";2013;1600;1547
"547";"Jugovzhodna Slovenija";"35-44 let";2014;1671;1592
"548";"Jugovzhodna Slovenija";"35-44 let";2015;1691;1592
"549";"Jugovzhodna Slovenija";"35-44 let";2016;1739;1631
"550";"Jugovzhodna Slovenija";"35-44 let";2017;1777;1654
"551";"Jugovzhodna Slovenija";"35-44 let";2018;1847;1713
"552";"Jugovzhodna Slovenija";"35-44 let";2019;1929;1811
"553";"Jugovzhodna Slovenija";"45-54 let";2008;1486;1385
"554";"Jugovzhodna Slovenija";"45-54 let";2009;1496;1464
"555";"Jugovzhodna Slovenija";"45-54 let";2010;1607;1552
"556";"Jugovzhodna Slovenija";"45-54 let";2011;1648;1599
"557";"Jugovzhodna Slovenija";"45-54 let";2012;1703;1614
"558";"Jugovzhodna Slovenija";"45-54 let";2013;1686;1578
"559";"Jugovzhodna Slovenija";"45-54 let";2014;1728;1635
"560";"Jugovzhodna Slovenija";"45-54 let";2015;1732;1647
"561";"Jugovzhodna Slovenija";"45-54 let";2016;1761;1668
"562";"Jugovzhodna Slovenija";"45-54 let";2017;1804;1694
"563";"Jugovzhodna Slovenija";"45-54 let";2018;1880;1756
"564";"Jugovzhodna Slovenija";"45-54 let";2019;1965;1853
"565";"Jugovzhodna Slovenija";"55-64 let";2008;1651;2018
"566";"Jugovzhodna Slovenija";"55-64 let";2009;1670;2137
"567";"Jugovzhodna Slovenija";"55-64 let";2010;1781;2145
"568";"Jugovzhodna Slovenija";"55-64 let";2011;1798;2101
"569";"Jugovzhodna Slovenija";"55-64 let";2012;1808;2140
"570";"Jugovzhodna Slovenija";"55-64 let";2013;1767;2013
"571";"Jugovzhodna Slovenija";"55-64 let";2014;1824;1996
"572";"Jugovzhodna Slovenija";"55-64 let";2015;1865;1934
"573";"Jugovzhodna Slovenija";"55-64 let";2016;1890;1936
"574";"Jugovzhodna Slovenija";"55-64 let";2017;1897;1904
"575";"Jugovzhodna Slovenija";"55-64 let";2018;1967;1929
"576";"Jugovzhodna Slovenija";"55-64 let";2019;2048;2015
"577";"Jugovzhodna Slovenija";"65 let >";2008;5253;NA
"578";"Jugovzhodna Slovenija";"65 let >";2009;4470;NA
"579";"Jugovzhodna Slovenija";"65 let >";2010;3398;NA
"580";"Jugovzhodna Slovenija";"65 let >";2011;4144;NA
"581";"Jugovzhodna Slovenija";"65 let >";2012;3888;NA
"582";"Jugovzhodna Slovenija";"65 let >";2013;4304;NA
"583";"Jugovzhodna Slovenija";"65 let >";2014;3736;NA
"584";"Jugovzhodna Slovenija";"65 let >";2015;NA;NA
"585";"Jugovzhodna Slovenija";"65 let >";2016;NA;NA
"586";"Jugovzhodna Slovenija";"65 let >";2017;3176;3782
"587";"Jugovzhodna Slovenija";"65 let >";2018;2683;2597
"588";"Jugovzhodna Slovenija";"65 let >";2019;3037;3560
"589";"Osrednjeslovenska";"15-64 let";2008;1657;1567
"590";"Osrednjeslovenska";"15-64 let";2009;1688;1651
"591";"Osrednjeslovenska";"15-64 let";2010;1760;1703
"592";"Osrednjeslovenska";"15-64 let";2011;1804;1739
"593";"Osrednjeslovenska";"15-64 let";2012;1829;1751
"594";"Osrednjeslovenska";"15-64 let";2013;1826;1744
"595";"Osrednjeslovenska";"15-64 let";2014;1849;1784
"596";"Osrednjeslovenska";"15-64 let";2015;1879;1803
"597";"Osrednjeslovenska";"15-64 let";2016;1905;1835
"598";"Osrednjeslovenska";"15-64 let";2017;1928;1871
"599";"Osrednjeslovenska";"15-64 let";2018;1996;1922
"600";"Osrednjeslovenska";"15-64 let";2019;2064;2011
"601";"Osrednjeslovenska";"15-24 let";2008;920;907
"602";"Osrednjeslovenska";"15-24 let";2009;935;940
"603";"Osrednjeslovenska";"15-24 let";2010;1000;978
"604";"Osrednjeslovenska";"15-24 let";2011;1044;1011
"605";"Osrednjeslovenska";"15-24 let";2012;1051;1005
"606";"Osrednjeslovenska";"15-24 let";2013;1067;1012
"607";"Osrednjeslovenska";"15-24 let";2014;1112;1006
"608";"Osrednjeslovenska";"15-24 let";2015;1133;1027
"609";"Osrednjeslovenska";"15-24 let";2016;1149;1051
"610";"Osrednjeslovenska";"15-24 let";2017;1165;1078
"611";"Osrednjeslovenska";"15-24 let";2018;1219;1117
"612";"Osrednjeslovenska";"15-24 let";2019;1265;1159
"613";"Osrednjeslovenska";"25-34 let";2008;1423;1352
"614";"Osrednjeslovenska";"25-34 let";2009;1430;1387
"615";"Osrednjeslovenska";"25-34 let";2010;1481;1426
"616";"Osrednjeslovenska";"25-34 let";2011;1499;1436
"617";"Osrednjeslovenska";"25-34 let";2012;1507;1436
"618";"Osrednjeslovenska";"25-34 let";2013;1489;1423
"619";"Osrednjeslovenska";"25-34 let";2014;1506;1434
"620";"Osrednjeslovenska";"25-34 let";2015;1511;1433
"621";"Osrednjeslovenska";"25-34 let";2016;1526;1433
"622";"Osrednjeslovenska";"25-34 let";2017;1554;1468
"623";"Osrednjeslovenska";"25-34 let";2018;1632;1519
"624";"Osrednjeslovenska";"25-34 let";2019;1707;1591
"625";"Osrednjeslovenska";"35-44 let";2008;1756;1600
"626";"Osrednjeslovenska";"35-44 let";2009;1792;1693
"627";"Osrednjeslovenska";"35-44 let";2010;1866;1749
"628";"Osrednjeslovenska";"35-44 let";2011;1907;1783
"629";"Osrednjeslovenska";"35-44 let";2012;1948;1804
"630";"Osrednjeslovenska";"35-44 let";2013;1933;1796
"631";"Osrednjeslovenska";"35-44 let";2014;1946;1828
"632";"Osrednjeslovenska";"35-44 let";2015;1983;1840
"633";"Osrednjeslovenska";"35-44 let";2016;1994;1859
"634";"Osrednjeslovenska";"35-44 let";2017;1995;1890
"635";"Osrednjeslovenska";"35-44 let";2018;2058;1925
"636";"Osrednjeslovenska";"35-44 let";2019;2133;2008
"637";"Osrednjeslovenska";"45-54 let";2008;1729;1601
"638";"Osrednjeslovenska";"45-54 let";2009;1782;1707
"639";"Osrednjeslovenska";"45-54 let";2010;1851;1761
"640";"Osrednjeslovenska";"45-54 let";2011;1900;1804
"641";"Osrednjeslovenska";"45-54 let";2012;1929;1815
"642";"Osrednjeslovenska";"45-54 let";2013;1938;1799
"643";"Osrednjeslovenska";"45-54 let";2014;1964;1843
"644";"Osrednjeslovenska";"45-54 let";2015;2004;1870
"645";"Osrednjeslovenska";"45-54 let";2016;2053;1923
"646";"Osrednjeslovenska";"45-54 let";2017;2091;1969
"647";"Osrednjeslovenska";"45-54 let";2018;2176;2041
"648";"Osrednjeslovenska";"45-54 let";2019;2255;2150
"649";"Osrednjeslovenska";"55-64 let";2008;1963;2079
"650";"Osrednjeslovenska";"55-64 let";2009;2029;2203
"651";"Osrednjeslovenska";"55-64 let";2010;2137;2242
"652";"Osrednjeslovenska";"55-64 let";2011;2164;2206
"653";"Osrednjeslovenska";"55-64 let";2012;2167;2187
"654";"Osrednjeslovenska";"55-64 let";2013;2103;2097
"655";"Osrednjeslovenska";"55-64 let";2014;2081;2089
"656";"Osrednjeslovenska";"55-64 let";2015;2086;2070
"657";"Osrednjeslovenska";"55-64 let";2016;2100;2085
"658";"Osrednjeslovenska";"55-64 let";2017;2125;2090
"659";"Osrednjeslovenska";"55-64 let";2018;2176;2126
"660";"Osrednjeslovenska";"55-64 let";2019;2233;2216
"661";"Osrednjeslovenska";"65 let >";2008;4176;3197
"662";"Osrednjeslovenska";"65 let >";2009;4421;3616
"663";"Osrednjeslovenska";"65 let >";2010;4394;3207
"664";"Osrednjeslovenska";"65 let >";2011;4228;3048
"665";"Osrednjeslovenska";"65 let >";2012;4108;3612
"666";"Osrednjeslovenska";"65 let >";2013;3885;3638
"667";"Osrednjeslovenska";"65 let >";2014;3665;3426
"668";"Osrednjeslovenska";"65 let >";2015;3636;3443
"669";"Osrednjeslovenska";"65 let >";2016;3637;3437
"670";"Osrednjeslovenska";"65 let >";2017;3386;3407
"671";"Osrednjeslovenska";"65 let >";2018;3157;3307
"672";"Osrednjeslovenska";"65 let >";2019;3368;3255
"673";"Gorenjska";"15-64 let";2008;1510;1351
"674";"Gorenjska";"15-64 let";2009;1513;1421
"675";"Gorenjska";"15-64 let";2010;1582;1475
"676";"Gorenjska";"15-64 let";2011;1632;1508
"677";"Gorenjska";"15-64 let";2012;1660;1527
"678";"Gorenjska";"15-64 let";2013;1663;1516
"679";"Gorenjska";"15-64 let";2014;1707;1552
"680";"Gorenjska";"15-64 let";2015;1735;1560
"681";"Gorenjska";"15-64 let";2016;1780;1607
"682";"Gorenjska";"15-64 let";2017;1814;1644
"683";"Gorenjska";"15-64 let";2018;1887;1695
"684";"Gorenjska";"15-64 let";2019;1936;1767
"685";"Gorenjska";"15-24 let";2008;956;875
"686";"Gorenjska";"15-24 let";2009;942;902
"687";"Gorenjska";"15-24 let";2010;1001;947
"688";"Gorenjska";"15-24 let";2011;1058;986
"689";"Gorenjska";"15-24 let";2012;1067;993
"690";"Gorenjska";"15-24 let";2013;1088;979
"691";"Gorenjska";"15-24 let";2014;1134;1004
"692";"Gorenjska";"15-24 let";2015;1150;1003
"693";"Gorenjska";"15-24 let";2016;1182;1026
"694";"Gorenjska";"15-24 let";2017;1211;1080
"695";"Gorenjska";"15-24 let";2018;1265;1112
"696";"Gorenjska";"15-24 let";2019;1307;1151
"697";"Gorenjska";"25-34 let";2008;1340;1203
"698";"Gorenjska";"25-34 let";2009;1330;1241
"699";"Gorenjska";"25-34 let";2010;1385;1293
"700";"Gorenjska";"25-34 let";2011;1418;1305
"701";"Gorenjska";"25-34 let";2012;1427;1326
"702";"Gorenjska";"25-34 let";2013;1414;1306
"703";"Gorenjska";"25-34 let";2014;1438;1318
"704";"Gorenjska";"25-34 let";2015;1446;1313
"705";"Gorenjska";"25-34 let";2016;1468;1323
"706";"Gorenjska";"25-34 let";2017;1513;1360
"707";"Gorenjska";"25-34 let";2018;1592;1418
"708";"Gorenjska";"25-34 let";2019;1643;1469
"709";"Gorenjska";"35-44 let";2008;1623;1370
"710";"Gorenjska";"35-44 let";2009;1628;1450
"711";"Gorenjska";"35-44 let";2010;1697;1500
"712";"Gorenjska";"35-44 let";2011;1728;1541
"713";"Gorenjska";"35-44 let";2012;1766;1565
"714";"Gorenjska";"35-44 let";2013;1759;1553
"715";"Gorenjska";"35-44 let";2014;1791;1586
"716";"Gorenjska";"35-44 let";2015;1814;1586
"717";"Gorenjska";"35-44 let";2016;1855;1630
"718";"Gorenjska";"35-44 let";2017;1872;1657
"719";"Gorenjska";"35-44 let";2018;1948;1707
"720";"Gorenjska";"35-44 let";2019;1978;1775
"721";"Gorenjska";"45-54 let";2008;1567;1413
"722";"Gorenjska";"45-54 let";2009;1581;1483
"723";"Gorenjska";"45-54 let";2010;1653;1537
"724";"Gorenjska";"45-54 let";2011;1723;1555
"725";"Gorenjska";"45-54 let";2012;1748;1558
"726";"Gorenjska";"45-54 let";2013;1754;1546
"727";"Gorenjska";"45-54 let";2014;1822;1577
"728";"Gorenjska";"45-54 let";2015;1853;1597
"729";"Gorenjska";"45-54 let";2016;1920;1652
"730";"Gorenjska";"45-54 let";2017;1966;1704
"731";"Gorenjska";"45-54 let";2018;2060;1755
"732";"Gorenjska";"45-54 let";2019;2135;1849
"733";"Gorenjska";"55-64 let";2008;1738;1830
"734";"Gorenjska";"55-64 let";2009;1749;1910
"735";"Gorenjska";"55-64 let";2010;1830;1968
"736";"Gorenjska";"55-64 let";2011;1858;1968
"737";"Gorenjska";"55-64 let";2012;1896;1964
"738";"Gorenjska";"55-64 let";2013;1868;1848
"739";"Gorenjska";"55-64 let";2014;1860;1840
"740";"Gorenjska";"55-64 let";2015;1913;1792
"741";"Gorenjska";"55-64 let";2016;1944;1832
"742";"Gorenjska";"55-64 let";2017;1963;1829
"743";"Gorenjska";"55-64 let";2018;1994;1871
"744";"Gorenjska";"55-64 let";2019;2069;1941
"745";"Gorenjska";"65 let >";2008;4158;2621
"746";"Gorenjska";"65 let >";2009;3773;2481
"747";"Gorenjska";"65 let >";2010;4307;NA
"748";"Gorenjska";"65 let >";2011;3657;NA
"749";"Gorenjska";"65 let >";2012;4267;NA
"750";"Gorenjska";"65 let >";2013;3842;NA
"751";"Gorenjska";"65 let >";2014;3341;NA
"752";"Gorenjska";"65 let >";2015;3360;3362
"753";"Gorenjska";"65 let >";2016;3683;3287
"754";"Gorenjska";"65 let >";2017;3629;3363
"755";"Gorenjska";"65 let >";2018;2983;2763
"756";"Gorenjska";"65 let >";2019;2912;2676
"757";"Primorsko-notranjska";"15-64 let";2008;1353;1253
"758";"Primorsko-notranjska";"15-64 let";2009;1373;1342
"759";"Primorsko-notranjska";"15-64 let";2010;1413;1372
"760";"Primorsko-notranjska";"15-64 let";2011;1468;1420
"761";"Primorsko-notranjska";"15-64 let";2012;1497;1442
"762";"Primorsko-notranjska";"15-64 let";2013;1497;1441
"763";"Primorsko-notranjska";"15-64 let";2014;1546;1467
"764";"Primorsko-notranjska";"15-64 let";2015;NA;NA
"765";"Primorsko-notranjska";"15-64 let";2016;NA;NA
"766";"Primorsko-notranjska";"15-64 let";2017;NA;NA
"767";"Primorsko-notranjska";"15-64 let";2018;NA;NA
"768";"Primorsko-notranjska";"15-64 let";2019;NA;NA
"769";"Primorsko-notranjska";"15-24 let";2008;885;834
"770";"Primorsko-notranjska";"15-24 let";2009;880;856
"771";"Primorsko-notranjska";"15-24 let";2010;946;950
"772";"Primorsko-notranjska";"15-24 let";2011;996;986
"773";"Primorsko-notranjska";"15-24 let";2012;1043;1016
"774";"Primorsko-notranjska";"15-24 let";2013;1043;934
"775";"Primorsko-notranjska";"15-24 let";2014;1042;979
"776";"Primorsko-notranjska";"15-24 let";2015;NA;NA
"777";"Primorsko-notranjska";"15-24 let";2016;NA;NA
"778";"Primorsko-notranjska";"15-24 let";2017;NA;NA
"779";"Primorsko-notranjska";"15-24 let";2018;NA;NA
"780";"Primorsko-notranjska";"15-24 let";2019;1275;1104
"781";"Primorsko-notranjska";"25-34 let";2008;1218;1156
"782";"Primorsko-notranjska";"25-34 let";2009;1238;1218
"783";"Primorsko-notranjska";"25-34 let";2010;1273;1244
"784";"Primorsko-notranjska";"25-34 let";2011;1306;1286
"785";"Primorsko-notranjska";"25-34 let";2012;1317;1281
"786";"Primorsko-notranjska";"25-34 let";2013;1325;1265
"787";"Primorsko-notranjska";"25-34 let";2014;1355;1269
"788";"Primorsko-notranjska";"25-34 let";2015;1379;1262
"789";"Primorsko-notranjska";"25-34 let";2016;1395;1288
"790";"Primorsko-notranjska";"25-34 let";2017;1435;1328
"791";"Primorsko-notranjska";"25-34 let";2018;1505;1362
"792";"Primorsko-notranjska";"25-34 let";2019;1569;1408
"793";"Primorsko-notranjska";"35-44 let";2008;1399;1238
"794";"Primorsko-notranjska";"35-44 let";2009;1434;1342
"795";"Primorsko-notranjska";"35-44 let";2010;1471;1353
"796";"Primorsko-notranjska";"35-44 let";2011;1517;1394
"797";"Primorsko-notranjska";"35-44 let";2012;1557;1435
"798";"Primorsko-notranjska";"35-44 let";2013;1554;1440
"799";"Primorsko-notranjska";"35-44 let";2014;1588;1476
"800";"Primorsko-notranjska";"35-44 let";2015;1642;1489
"801";"Primorsko-notranjska";"35-44 let";2016;1664;1530
"802";"Primorsko-notranjska";"35-44 let";2017;1702;1571
"803";"Primorsko-notranjska";"35-44 let";2018;1780;1619
"804";"Primorsko-notranjska";"35-44 let";2019;1815;1695
"805";"Primorsko-notranjska";"45-54 let";2008;1437;1317
"806";"Primorsko-notranjska";"45-54 let";2009;1451;1416
"807";"Primorsko-notranjska";"45-54 let";2010;1481;1444
"808";"Primorsko-notranjska";"45-54 let";2011;1549;1480
"809";"Primorsko-notranjska";"45-54 let";2012;1585;1492
"810";"Primorsko-notranjska";"45-54 let";2013;1561;1489
"811";"Primorsko-notranjska";"45-54 let";2014;1619;1499
"812";"Primorsko-notranjska";"45-54 let";2015;1635;1516
"813";"Primorsko-notranjska";"45-54 let";2016;1699;1543
"814";"Primorsko-notranjska";"45-54 let";2017;1751;1568
"815";"Primorsko-notranjska";"45-54 let";2018;1824;1603
"816";"Primorsko-notranjska";"45-54 let";2019;NA;NA
"817";"Primorsko-notranjska";"55-64 let";2008;1590;1656
"818";"Primorsko-notranjska";"55-64 let";2009;1635;1701
"819";"Primorsko-notranjska";"55-64 let";2010;1665;1718
"820";"Primorsko-notranjska";"55-64 let";2011;1751;1768
"821";"Primorsko-notranjska";"55-64 let";2012;1744;1787
"822";"Primorsko-notranjska";"55-64 let";2013;1729;1704
"823";"Primorsko-notranjska";"55-64 let";2014;1784;1702
"824";"Primorsko-notranjska";"55-64 let";2015;1799;1671
"825";"Primorsko-notranjska";"55-64 let";2016;1781;1739
"826";"Primorsko-notranjska";"55-64 let";2017;1792;1783
"827";"Primorsko-notranjska";"55-64 let";2018;1815;1797
"828";"Primorsko-notranjska";"55-64 let";2019;1851;1859
"829";"Primorsko-notranjska";"65 let >";2008;3902;NA
"830";"Primorsko-notranjska";"65 let >";2009;4079;NA
"831";"Primorsko-notranjska";"65 let >";2010;3543;NA
"832";"Primorsko-notranjska";"65 let >";2011;3152;NA
"833";"Primorsko-notranjska";"65 let >";2012;3877;NA
"834";"Primorsko-notranjska";"65 let >";2013;4362;NA
"835";"Primorsko-notranjska";"65 let >";2014;3388;NA
"836";"Primorsko-notranjska";"65 let >";2015;NA;NA
"837";"Primorsko-notranjska";"65 let >";2016;NA;NA
"838";"Primorsko-notranjska";"65 let >";2017;NA;NA
"839";"Primorsko-notranjska";"65 let >";2018;NA;NA
"840";"Primorsko-notranjska";"65 let >";2019;NA;NA
"841";"Goriška";"15-64 let";2008;1478;1336
"842";"Goriška";"15-64 let";2009;1482;1404
"843";"Goriška";"15-64 let";2010;1544;1457
"844";"Goriška";"15-64 let";2011;1590;1484
"845";"Goriška";"15-64 let";2012;1593;1485
"846";"Goriška";"15-64 let";2013;1574;1468
"847";"Goriška";"15-64 let";2014;1619;1504
"848";"Goriška";"15-64 let";2015;NA;NA
"849";"Goriška";"15-64 let";2016;NA;NA
"850";"Goriška";"15-64 let";2017;1700;1578
"851";"Goriška";"15-64 let";2018;1752;1618
"852";"Goriška";"15-64 let";2019;1803;1690
"853";"Goriška";"15-24 let";2008;898;868
"854";"Goriška";"15-24 let";2009;873;868
"855";"Goriška";"15-24 let";2010;946;915
"856";"Goriška";"15-24 let";2011;1004;950
"857";"Goriška";"15-24 let";2012;1029;955
"858";"Goriška";"15-24 let";2013;1026;927
"859";"Goriška";"15-24 let";2014;1045;928
"860";"Goriška";"15-24 let";2015;NA;NA
"861";"Goriška";"15-24 let";2016;NA;NA
"862";"Goriška";"15-24 let";2017;1142;1056
"863";"Goriška";"15-24 let";2018;1173;1106
"864";"Goriška";"15-24 let";2019;1234;1115
"865";"Goriška";"25-34 let";2008;1273;1201
"866";"Goriška";"25-34 let";2009;1256;1235
"867";"Goriška";"25-34 let";2010;1309;1254
"868";"Goriška";"25-34 let";2011;1325;1273
"869";"Goriška";"25-34 let";2012;1335;1258
"870";"Goriška";"25-34 let";2013;1340;1243
"871";"Goriška";"25-34 let";2014;1354;1249
"872";"Goriška";"25-34 let";2015;1363;1241
"873";"Goriška";"25-34 let";2016;1393;1278
"874";"Goriška";"25-34 let";2017;1424;1309
"875";"Goriška";"25-34 let";2018;1476;1357
"876";"Goriška";"25-34 let";2019;1529;1403
"877";"Goriška";"35-44 let";2008;1533;1332
"878";"Goriška";"35-44 let";2009;1547;1389
"879";"Goriška";"35-44 let";2010;1599;1444
"880";"Goriška";"35-44 let";2011;1633;1462
"881";"Goriška";"35-44 let";2012;1626;1463
"882";"Goriška";"35-44 let";2013;1598;1449
"883";"Goriška";"35-44 let";2014;1650;1492
"884";"Goriška";"35-44 let";2015;1646;1485
"885";"Goriška";"35-44 let";2016;1687;1540
"886";"Goriška";"35-44 let";2017;1714;1553
"887";"Goriška";"35-44 let";2018;1776;1588
"888";"Goriška";"35-44 let";2019;1822;1663
"889";"Goriška";"45-54 let";2008;1580;1397
"890";"Goriška";"45-54 let";2009;1580;1474
"891";"Goriška";"45-54 let";2010;1639;1538
"892";"Goriška";"45-54 let";2011;1705;1547
"893";"Goriška";"45-54 let";2012;1686;1544
"894";"Goriška";"45-54 let";2013;1659;1508
"895";"Goriška";"45-54 let";2014;1697;1534
"896";"Goriška";"45-54 let";2015;1707;1524
"897";"Goriška";"45-54 let";2016;1781;1572
"898";"Goriška";"45-54 let";2017;1810;1612
"899";"Goriška";"45-54 let";2018;1864;1664
"900";"Goriška";"45-54 let";2019;1933;1745
"901";"Goriška";"55-64 let";2008;1798;1769
"902";"Goriška";"55-64 let";2009;1834;1941
"903";"Goriška";"55-64 let";2010;1914;1972
"904";"Goriška";"55-64 let";2011;1952;1959
"905";"Goriška";"55-64 let";2012;1964;1943
"906";"Goriška";"55-64 let";2013;1878;1838
"907";"Goriška";"55-64 let";2014;1917;1809
"908";"Goriška";"55-64 let";2015;1909;1785
"909";"Goriška";"55-64 let";2016;1917;1829
"910";"Goriška";"55-64 let";2017;1926;1803
"911";"Goriška";"55-64 let";2018;1965;1827
"912";"Goriška";"55-64 let";2019;2014;1899
"913";"Goriška";"65 let >";2008;3804;NA
"914";"Goriška";"65 let >";2009;4703;NA
"915";"Goriška";"65 let >";2010;4225;NA
"916";"Goriška";"65 let >";2011;4052;NA
"917";"Goriška";"65 let >";2012;4096;NA
"918";"Goriška";"65 let >";2013;3692;NA
"919";"Goriška";"65 let >";2014;3321;NA
"920";"Goriška";"65 let >";2015;NA;NA
"921";"Goriška";"65 let >";2016;NA;NA
"922";"Goriška";"65 let >";2017;3130;2290
"923";"Goriška";"65 let >";2018;3083;3377
"924";"Goriška";"65 let >";2019;3026;2933
